drug_name,condition,review,rating,date,useful_count
Hydrochlorothiazide,Asthma,This drug changed my life. My symptoms are almost completely gone.,7,2020-08-17,32
Prednisone,Depression,Works well in combination with my other medications.,9,2020-08-17,8
Levothyroxine,Bacterial Infection,My doctor recommended this and I am glad they did. Feeling much better.,7,2020-08-17,136
Atorvastatin,Asthma,This medication has been very effective for me with minimal side effects.,2,2020-08-18,121
Levothyroxine,Heart Failure,"Side effects were too severe, had to switch medications.",1,2020-08-18,114
Sertraline,Blood Pressure,The generic version works just as well for me.,2,2020-08-18,134
Losartan,Depression,My doctor recommended this and I am glad they did. Feeling much better.,8,2020-08-19,39
Ibuprofen,Inflammation,Moderate improvement but the cost is quite high.,5,2020-08-19,1
Omeprazole,Chest Pain,Excellent medication with very few side effects in my experience.,5,2020-08-19,125
Omeprazole,Hypertension,No noticeable improvement after 6 weeks of use.,3,2020-08-20,81
Amlodipine,Hypertension,Moderate improvement but the cost is quite high.,4,2020-08-20,123
Levothyroxine,Depression,My doctor recommended this and I am glad they did. Feeling much better.,7,2020-08-20,24
Metformin,Type 2 Diabetes,I have been on this for 3 months now with good results.,8,2020-08-21,126
Amlodipine,Hypothyroidism,Great improvement in my condition since starting this drug.,2,2020-08-21,127
Metoprolol,Type 2 Diabetes,"Side effects were too severe, had to switch medications.",7,2020-08-21,22
Ibuprofen,Depression,Excellent medication with very few side effects in my experience.,3,2020-08-22,11
Atorvastatin,Pain,My doctor recommended this and I am glad they did. Feeling much better.,10,2020-08-22,190
Amoxicillin,Depression,This drug changed my life. My symptoms are almost completely gone.,2,2020-08-22,151
Amlodipine,Fluid Retention,I have been on this for 3 months now with good results.,4,2020-08-23,53
Gabapentin,Type 2 Diabetes,"Side effects were too severe, had to switch medications.",5,2020-08-23,187
Atorvastatin,Inflammation,Works well but I have to be careful about timing with meals.,5,2020-08-23,70
Amoxicillin,Nerve Pain,Works well but I have to be careful about timing with meals.,9,2020-08-24,155
Metformin,Inflammation,Works well but I have to be careful about timing with meals.,8,2020-08-24,110
Metformin,Nerve Pain,No noticeable improvement after 6 weeks of use.,9,2020-08-24,106
Amoxicillin,High Cholesterol,Excellent medication with very few side effects in my experience.,4,2020-08-25,80
Lisinopril,Asthma,I had to adjust the dosage a few times but now it works perfectly.,1,2020-08-25,177
Amoxicillin,Nerve Pain,The generic version works just as well for me.,6,2020-08-25,19
Ibuprofen,Inflammation,This drug changed my life. My symptoms are almost completely gone.,2,2020-08-26,120
Levothyroxine,Type 2 Diabetes,I had to adjust the dosage a few times but now it works perfectly.,9,2020-08-26,199
Metoprolol,Hypertension,I have been on this for 3 months now with good results.,4,2020-08-26,168
Atorvastatin,Bacterial Infection,Had an allergic reaction. Would not recommend without consulting doctor first.,10,2020-08-27,88
Lisinopril,GERD,My doctor recommended this and I am glad they did. Feeling much better.,7,2020-08-27,49
Omeprazole,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,2,2020-08-27,142
Ibuprofen,Heart Failure,Had an allergic reaction. Would not recommend without consulting doctor first.,1,2020-08-28,88
Metoprolol,Fluid Retention,No noticeable improvement after 6 weeks of use.,2,2020-08-28,186
Acetaminophen,Inflammation,I experienced some dizziness at first but it went away after a week.,6,2020-08-28,115
Omeprazole,GERD,No noticeable improvement after 6 weeks of use.,10,2020-09-01,100
Levothyroxine,Heart Failure,"Side effects were too severe, had to switch medications.",10,2020-09-01,170
Lisinopril,Asthma,The generic version works just as well for me.,1,2020-09-01,165
Gabapentin,Bacterial Infection,I have been on this for 3 months now with good results.,1,2020-09-02,12
Omeprazole,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,4,2020-09-02,3
Acetaminophen,GERD,My doctor recommended this and I am glad they did. Feeling much better.,5,2020-09-02,30
Hydrochlorothiazide,GERD,This medication has been very effective for me with minimal side effects.,4,2020-09-03,154
Prednisone,Inflammation,No noticeable improvement after 6 weeks of use.,9,2020-09-03,38
Atorvastatin,Hypertension,Excellent medication with very few side effects in my experience.,9,2020-09-03,6
Levothyroxine,Chest Pain,This drug changed my life. My symptoms are almost completely gone.,7,2020-09-04,100
Ibuprofen,High Cholesterol,Excellent medication with very few side effects in my experience.,1,2020-09-04,61
Hydrochlorothiazide,Heart Failure,I had to adjust the dosage a few times but now it works perfectly.,9,2020-09-04,141
Losartan,Hypothyroidism,Works well but I have to be careful about timing with meals.,1,2020-09-05,168
Gabapentin,Fluid Retention,Had an allergic reaction. Would not recommend without consulting doctor first.,1,2020-09-05,38
Losartan,Heart Failure,Great improvement in my condition since starting this drug.,10,2020-09-05,178
Metoprolol,Hypertension,I had to adjust the dosage a few times but now it works perfectly.,7,2020-09-06,72
Acetaminophen,Blood Pressure,No noticeable improvement after 6 weeks of use.,10,2020-09-06,52
Amoxicillin,Chest Pain,No noticeable improvement after 6 weeks of use.,4,2020-09-06,87
Acetaminophen,Blood Pressure,Great improvement in my condition since starting this drug.,4,2020-09-07,14
Prednisone,Chest Pain,This drug changed my life. My symptoms are almost completely gone.,8,2020-09-07,76
Omeprazole,Bacterial Infection,This medication has been very effective for me with minimal side effects.,9,2020-09-07,129
Prednisone,Type 2 Diabetes,Excellent medication with very few side effects in my experience.,7,2020-09-08,124
Metformin,Fluid Retention,No noticeable improvement after 6 weeks of use.,10,2020-09-08,142
Gabapentin,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,3,2020-09-08,10
Levothyroxine,Pain,I experienced some dizziness at first but it went away after a week.,10,2020-09-09,179
Sertraline,Hypertension,Had an allergic reaction. Would not recommend without consulting doctor first.,5,2020-09-09,56
Lisinopril,Hypertension,"Side effects were too severe, had to switch medications.",3,2020-09-09,99
Losartan,Hypertension,I experienced some dizziness at first but it went away after a week.,6,2020-09-10,137
Omeprazole,Fluid Retention,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-09-10,12
Metoprolol,High Cholesterol,Excellent medication with very few side effects in my experience.,7,2020-09-10,61
Atorvastatin,Hypothyroidism,I experienced some dizziness at first but it went away after a week.,2,2020-09-11,152
Levothyroxine,Blood Pressure,This medication has been very effective for me with minimal side effects.,5,2020-09-11,116
Ibuprofen,Hypothyroidism,Moderate improvement but the cost is quite high.,3,2020-09-11,37
Metformin,Heart Failure,"Side effects were too severe, had to switch medications.",10,2020-09-12,120
Levothyroxine,Type 2 Diabetes,I have been on this for 3 months now with good results.,8,2020-09-12,69
Metoprolol,Pain,Works well but I have to be careful about timing with meals.,5,2020-09-12,122
Acetaminophen,Pain,Excellent medication with very few side effects in my experience.,1,2020-09-13,136
Levothyroxine,Asthma,Moderate improvement but the cost is quite high.,3,2020-09-13,163
Prednisone,Chest Pain,I experienced some dizziness at first but it went away after a week.,8,2020-09-13,192
Lisinopril,GERD,The generic version works just as well for me.,2,2020-09-14,158
Sertraline,Heart Failure,No noticeable improvement after 6 weeks of use.,4,2020-09-14,147
Omeprazole,Blood Pressure,I had to adjust the dosage a few times but now it works perfectly.,8,2020-09-14,99
Losartan,High Cholesterol,Works well in combination with my other medications.,7,2020-09-15,46
Amlodipine,Heart Failure,No noticeable improvement after 6 weeks of use.,10,2020-09-15,96
Prednisone,Type 2 Diabetes,My doctor recommended this and I am glad they did. Feeling much better.,4,2020-09-15,3
Atorvastatin,Pain,The generic version works just as well for me.,2,2020-09-16,189
Hydrochlorothiazide,GERD,This medication has been very effective for me with minimal side effects.,3,2020-09-16,95
Gabapentin,Bacterial Infection,Had an allergic reaction. Would not recommend without consulting doctor first.,8,2020-09-16,1
Amlodipine,Asthma,The generic version works just as well for me.,9,2020-09-17,102
Metformin,Heart Failure,I had to adjust the dosage a few times but now it works perfectly.,1,2020-09-17,100
Amlodipine,Type 2 Diabetes,The generic version works just as well for me.,7,2020-09-17,61
Losartan,Bacterial Infection,This medication has been very effective for me with minimal side effects.,6,2020-09-18,11
Atorvastatin,Pain,Had an allergic reaction. Would not recommend without consulting doctor first.,2,2020-09-18,165
Levothyroxine,Blood Pressure,Works well but I have to be careful about timing with meals.,1,2020-09-18,159
Hydrochlorothiazide,Depression,I experienced some dizziness at first but it went away after a week.,1,2020-09-19,55
Sertraline,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,2,2020-09-19,42
Metformin,Inflammation,No noticeable improvement after 6 weeks of use.,4,2020-09-19,163
Metformin,High Cholesterol,My doctor recommended this and I am glad they did. Feeling much better.,3,2020-09-20,5
Sertraline,GERD,My doctor recommended this and I am glad they did. Feeling much better.,3,2020-09-20,176
Amlodipine,Inflammation,I have been on this for 3 months now with good results.,6,2020-09-20,145
Gabapentin,Pain,This drug changed my life. My symptoms are almost completely gone.,6,2020-09-21,59
Amoxicillin,Hypertension,This drug changed my life. My symptoms are almost completely gone.,3,2020-09-21,100
Metformin,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,9,2020-09-21,110
Metformin,High Cholesterol,Works well in combination with my other medications.,8,2020-09-22,89
Prednisone,Bacterial Infection,I have been on this for 3 months now with good results.,5,2020-09-22,169
Metoprolol,GERD,Excellent medication with very few side effects in my experience.,5,2020-09-22,161
Sertraline,High Cholesterol,This medication has been very effective for me with minimal side effects.,6,2020-09-23,73
Acetaminophen,Fluid Retention,This drug changed my life. My symptoms are almost completely gone.,5,2020-09-23,177
Omeprazole,Asthma,My doctor recommended this and I am glad they did. Feeling much better.,4,2020-09-23,131
Lisinopril,Hypertension,Had an allergic reaction. Would not recommend without consulting doctor first.,1,2020-09-24,161
Hydrochlorothiazide,Hypertension,No noticeable improvement after 6 weeks of use.,9,2020-09-24,152
Losartan,Heart Failure,Moderate improvement but the cost is quite high.,6,2020-09-24,135
Amlodipine,GERD,I had to adjust the dosage a few times but now it works perfectly.,5,2020-09-25,195
Metoprolol,Blood Pressure,The generic version works just as well for me.,3,2020-09-25,42
Sertraline,Inflammation,Moderate improvement but the cost is quite high.,6,2020-09-25,38
Lisinopril,Nerve Pain,This drug changed my life. My symptoms are almost completely gone.,8,2020-09-26,13
Metoprolol,Pain,The generic version works just as well for me.,7,2020-09-26,3
Amlodipine,Inflammation,The generic version works just as well for me.,2,2020-09-26,107
Amoxicillin,High Cholesterol,Works well but I have to be careful about timing with meals.,9,2020-09-27,108
Metformin,Nerve Pain,This medication has been very effective for me with minimal side effects.,5,2020-09-27,114
Amoxicillin,Hypothyroidism,Great improvement in my condition since starting this drug.,7,2020-09-27,103
Metformin,High Cholesterol,"Side effects were too severe, had to switch medications.",6,2020-09-28,16
Metoprolol,Fluid Retention,My doctor recommended this and I am glad they did. Feeling much better.,1,2020-09-28,18
Metoprolol,Chest Pain,Moderate improvement but the cost is quite high.,1,2020-09-28,17
Gabapentin,Chest Pain,Moderate improvement but the cost is quite high.,2,2020-10-01,108
Gabapentin,Inflammation,I experienced some dizziness at first but it went away after a week.,6,2020-10-01,108
Metformin,Heart Failure,Had an allergic reaction. Would not recommend without consulting doctor first.,8,2020-10-01,146
Metformin,Heart Failure,Great improvement in my condition since starting this drug.,3,2020-10-02,65
Omeprazole,Hypertension,"Side effects were too severe, had to switch medications.",4,2020-10-02,151
Metoprolol,GERD,I have been on this for 3 months now with good results.,10,2020-10-02,67
Metformin,Pain,The generic version works just as well for me.,5,2020-10-03,187
Acetaminophen,Heart Failure,"Side effects were too severe, had to switch medications.",2,2020-10-03,174
Ibuprofen,Heart Failure,No noticeable improvement after 6 weeks of use.,8,2020-10-03,149
Metformin,Heart Failure,No noticeable improvement after 6 weeks of use.,8,2020-10-04,31
Sertraline,Asthma,No noticeable improvement after 6 weeks of use.,2,2020-10-04,194
Levothyroxine,Asthma,Had an allergic reaction. Would not recommend without consulting doctor first.,10,2020-10-04,136
Losartan,Blood Pressure,No noticeable improvement after 6 weeks of use.,5,2020-10-05,183
Losartan,Depression,"Side effects were too severe, had to switch medications.",7,2020-10-05,84
Losartan,Asthma,I experienced some dizziness at first but it went away after a week.,9,2020-10-05,60
Amlodipine,Asthma,My doctor recommended this and I am glad they did. Feeling much better.,10,2020-10-06,126
Omeprazole,Hypothyroidism,Moderate improvement but the cost is quite high.,9,2020-10-06,117
Losartan,Fluid Retention,This medication has been very effective for me with minimal side effects.,6,2020-10-06,175
Gabapentin,Type 2 Diabetes,Excellent medication with very few side effects in my experience.,3,2020-10-07,62
Acetaminophen,Pain,I have been on this for 3 months now with good results.,8,2020-10-07,187
Lisinopril,Fluid Retention,Works well but I have to be careful about timing with meals.,4,2020-10-07,1
Ibuprofen,Hypothyroidism,I experienced some dizziness at first but it went away after a week.,10,2020-10-08,47
Atorvastatin,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,6,2020-10-08,110
Gabapentin,Chest Pain,"Side effects were too severe, had to switch medications.",4,2020-10-08,36
Acetaminophen,Pain,This drug changed my life. My symptoms are almost completely gone.,8,2020-10-09,54
Ibuprofen,Hypothyroidism,Great improvement in my condition since starting this drug.,4,2020-10-09,144
Amoxicillin,Blood Pressure,Works well but I have to be careful about timing with meals.,5,2020-10-09,10
Atorvastatin,Bacterial Infection,Had an allergic reaction. Would not recommend without consulting doctor first.,3,2020-10-10,82
Amlodipine,Inflammation,Great improvement in my condition since starting this drug.,7,2020-10-10,117
Losartan,Depression,Works well in combination with my other medications.,10,2020-10-10,167
Atorvastatin,GERD,Great improvement in my condition since starting this drug.,8,2020-10-11,121
Prednisone,Chest Pain,This drug changed my life. My symptoms are almost completely gone.,3,2020-10-11,57
Acetaminophen,Fluid Retention,Works well in combination with my other medications.,6,2020-10-11,166
Atorvastatin,Type 2 Diabetes,Great improvement in my condition since starting this drug.,4,2020-10-12,175
Atorvastatin,Type 2 Diabetes,This drug changed my life. My symptoms are almost completely gone.,2,2020-10-12,64
Acetaminophen,Type 2 Diabetes,I experienced some dizziness at first but it went away after a week.,7,2020-10-12,157
Amlodipine,Chest Pain,Excellent medication with very few side effects in my experience.,3,2020-10-13,132
Omeprazole,GERD,Great improvement in my condition since starting this drug.,4,2020-10-13,76
Gabapentin,Hypothyroidism,I experienced some dizziness at first but it went away after a week.,10,2020-10-13,151
Hydrochlorothiazide,High Cholesterol,I had to adjust the dosage a few times but now it works perfectly.,10,2020-10-14,2
Ibuprofen,Hypothyroidism,I have been on this for 3 months now with good results.,6,2020-10-14,82
Amoxicillin,Hypertension,My doctor recommended this and I am glad they did. Feeling much better.,5,2020-10-14,176
Metoprolol,High Cholesterol,I had to adjust the dosage a few times but now it works perfectly.,7,2020-10-15,14
Prednisone,Asthma,I have been on this for 3 months now with good results.,6,2020-10-15,111
Sertraline,Pain,This drug changed my life. My symptoms are almost completely gone.,10,2020-10-15,17
Amlodipine,Fluid Retention,"Side effects were too severe, had to switch medications.",2,2020-10-16,7
Metformin,Pain,Works well in combination with my other medications.,7,2020-10-16,72
Amlodipine,Chest Pain,Moderate improvement but the cost is quite high.,3,2020-10-16,47
Ibuprofen,Inflammation,The generic version works just as well for me.,3,2020-10-17,32
Gabapentin,Nerve Pain,I have been on this for 3 months now with good results.,8,2020-10-17,55
Amlodipine,Hypertension,The generic version works just as well for me.,9,2020-10-17,179
Metformin,Blood Pressure,The generic version works just as well for me.,5,2020-10-18,186
Gabapentin,Type 2 Diabetes,I had to adjust the dosage a few times but now it works perfectly.,8,2020-10-18,0
Amlodipine,Fluid Retention,My doctor recommended this and I am glad they did. Feeling much better.,1,2020-10-18,60
Losartan,Inflammation,This medication has been very effective for me with minimal side effects.,6,2020-10-19,157
Metoprolol,High Cholesterol,This drug changed my life. My symptoms are almost completely gone.,9,2020-10-19,77
Atorvastatin,Hypothyroidism,Works well but I have to be careful about timing with meals.,2,2020-10-19,186
Amoxicillin,Type 2 Diabetes,Moderate improvement but the cost is quite high.,8,2020-10-20,181
Omeprazole,Pain,This medication has been very effective for me with minimal side effects.,3,2020-10-20,126
Omeprazole,Type 2 Diabetes,Moderate improvement but the cost is quite high.,7,2020-10-20,121
Ibuprofen,Inflammation,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-10-21,42
Losartan,Nerve Pain,The generic version works just as well for me.,3,2020-10-21,95
Sertraline,Asthma,This medication has been very effective for me with minimal side effects.,7,2020-10-21,40
Metformin,Bacterial Infection,This medication has been very effective for me with minimal side effects.,4,2020-10-22,180
Losartan,Chest Pain,Excellent medication with very few side effects in my experience.,9,2020-10-22,169
Metoprolol,Hypothyroidism,Works well in combination with my other medications.,7,2020-10-22,67
Losartan,Pain,I experienced some dizziness at first but it went away after a week.,5,2020-10-23,146
Gabapentin,GERD,My doctor recommended this and I am glad they did. Feeling much better.,10,2020-10-23,124
Levothyroxine,Depression,"Side effects were too severe, had to switch medications.",2,2020-10-23,133
Prednisone,Chest Pain,This drug changed my life. My symptoms are almost completely gone.,10,2020-10-24,173
Gabapentin,Pain,This drug changed my life. My symptoms are almost completely gone.,9,2020-10-24,181
Omeprazole,Bacterial Infection,This drug changed my life. My symptoms are almost completely gone.,2,2020-10-24,65
Sertraline,Asthma,No noticeable improvement after 6 weeks of use.,9,2020-10-25,109
Metformin,Depression,No noticeable improvement after 6 weeks of use.,10,2020-10-25,80
Amoxicillin,Heart Failure,This medication has been very effective for me with minimal side effects.,5,2020-10-25,152
Acetaminophen,Inflammation,Moderate improvement but the cost is quite high.,4,2020-10-26,36
Amoxicillin,Blood Pressure,Excellent medication with very few side effects in my experience.,7,2020-10-26,75
Amlodipine,High Cholesterol,Great improvement in my condition since starting this drug.,4,2020-10-26,151
Omeprazole,Asthma,The generic version works just as well for me.,2,2020-10-27,33
Lisinopril,High Cholesterol,No noticeable improvement after 6 weeks of use.,9,2020-10-27,149
Acetaminophen,Asthma,I had to adjust the dosage a few times but now it works perfectly.,9,2020-10-27,166
Lisinopril,Hypothyroidism,Works well in combination with my other medications.,2,2020-10-28,84
Sertraline,GERD,Had an allergic reaction. Would not recommend without consulting doctor first.,6,2020-10-28,58
Omeprazole,Type 2 Diabetes,This medication has been very effective for me with minimal side effects.,2,2020-10-28,46
Levothyroxine,Nerve Pain,The generic version works just as well for me.,3,2020-11-01,35
Prednisone,Chest Pain,Works well in combination with my other medications.,10,2020-11-01,135
Acetaminophen,Asthma,Works well but I have to be careful about timing with meals.,8,2020-11-01,76
Atorvastatin,Bacterial Infection,I had to adjust the dosage a few times but now it works perfectly.,3,2020-11-02,87
Losartan,Pain,I have been on this for 3 months now with good results.,9,2020-11-02,178
Gabapentin,Hypertension,Works well in combination with my other medications.,9,2020-11-02,198
Hydrochlorothiazide,Fluid Retention,Great improvement in my condition since starting this drug.,3,2020-11-03,52
Gabapentin,Fluid Retention,Moderate improvement but the cost is quite high.,9,2020-11-03,166
Gabapentin,Type 2 Diabetes,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-11-03,74
Lisinopril,Blood Pressure,Had an allergic reaction. Would not recommend without consulting doctor first.,1,2020-11-04,98
Acetaminophen,Hypertension,No noticeable improvement after 6 weeks of use.,4,2020-11-04,178
Acetaminophen,GERD,This drug changed my life. My symptoms are almost completely gone.,6,2020-11-04,102
Omeprazole,Nerve Pain,No noticeable improvement after 6 weeks of use.,10,2020-11-05,153
Hydrochlorothiazide,Bacterial Infection,Works well but I have to be careful about timing with meals.,7,2020-11-05,6
Ibuprofen,Hypothyroidism,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-11-05,109
Levothyroxine,Nerve Pain,This drug changed my life. My symptoms are almost completely gone.,5,2020-11-06,145
Ibuprofen,Inflammation,The generic version works just as well for me.,4,2020-11-06,173
Hydrochlorothiazide,Chest Pain,This medication has been very effective for me with minimal side effects.,10,2020-11-06,113
Atorvastatin,Chest Pain,The generic version works just as well for me.,2,2020-11-07,12
Amoxicillin,Fluid Retention,This medication has been very effective for me with minimal side effects.,10,2020-11-07,36
Losartan,Hypertension,The generic version works just as well for me.,7,2020-11-07,33
Metformin,Hypertension,The generic version works just as well for me.,6,2020-11-08,91
Prednisone,Heart Failure,No noticeable improvement after 6 weeks of use.,8,2020-11-08,175
Hydrochlorothiazide,Blood Pressure,Works well but I have to be careful about timing with meals.,6,2020-11-08,127
Levothyroxine,Asthma,Had an allergic reaction. Would not recommend without consulting doctor first.,7,2020-11-09,82
Metoprolol,Inflammation,Excellent medication with very few side effects in my experience.,6,2020-11-09,126
Metoprolol,Hypertension,Great improvement in my condition since starting this drug.,5,2020-11-09,120
Losartan,GERD,This medication has been very effective for me with minimal side effects.,1,2020-11-10,13
Losartan,Fluid Retention,I have been on this for 3 months now with good results.,6,2020-11-10,133
Ibuprofen,Inflammation,The generic version works just as well for me.,9,2020-11-10,33
Omeprazole,Hypothyroidism,This medication has been very effective for me with minimal side effects.,6,2020-11-11,18
Losartan,Blood Pressure,My doctor recommended this and I am glad they did. Feeling much better.,5,2020-11-11,83
Lisinopril,High Cholesterol,Great improvement in my condition since starting this drug.,5,2020-11-11,77
Omeprazole,Hypertension,Excellent medication with very few side effects in my experience.,9,2020-11-12,150
Sertraline,Nerve Pain,I had to adjust the dosage a few times but now it works perfectly.,5,2020-11-12,1
Atorvastatin,Inflammation,Works well in combination with my other medications.,4,2020-11-12,51
Hydrochlorothiazide,Blood Pressure,I had to adjust the dosage a few times but now it works perfectly.,9,2020-11-13,109
Metformin,Fluid Retention,Excellent medication with very few side effects in my experience.,4,2020-11-13,81
Amoxicillin,Nerve Pain,Works well in combination with my other medications.,1,2020-11-13,186
Lisinopril,Nerve Pain,This medication has been very effective for me with minimal side effects.,4,2020-11-14,104
Amlodipine,Type 2 Diabetes,I had to adjust the dosage a few times but now it works perfectly.,10,2020-11-14,76
Ibuprofen,Asthma,Works well but I have to be careful about timing with meals.,3,2020-11-14,54
Hydrochlorothiazide,Hypothyroidism,The generic version works just as well for me.,1,2020-11-15,44
Metformin,Inflammation,No noticeable improvement after 6 weeks of use.,6,2020-11-15,187
Metformin,Fluid Retention,This drug changed my life. My symptoms are almost completely gone.,9,2020-11-15,57
Metformin,Depression,Excellent medication with very few side effects in my experience.,5,2020-11-16,191
Lisinopril,Chest Pain,Works well but I have to be careful about timing with meals.,10,2020-11-16,3
Sertraline,Inflammation,The generic version works just as well for me.,2,2020-11-16,155
Gabapentin,Depression,I have been on this for 3 months now with good results.,10,2020-11-17,124
Atorvastatin,Bacterial Infection,Works well but I have to be careful about timing with meals.,6,2020-11-17,39
Hydrochlorothiazide,GERD,I experienced some dizziness at first but it went away after a week.,4,2020-11-17,92
Losartan,Depression,Works well but I have to be careful about timing with meals.,9,2020-11-18,3
Omeprazole,Heart Failure,I had to adjust the dosage a few times but now it works perfectly.,1,2020-11-18,118
Amlodipine,Heart Failure,Excellent medication with very few side effects in my experience.,7,2020-11-18,192
Acetaminophen,Nerve Pain,Works well but I have to be careful about timing with meals.,9,2020-11-19,3
Sertraline,Heart Failure,I have been on this for 3 months now with good results.,4,2020-11-19,146
Omeprazole,Hypothyroidism,This medication has been very effective for me with minimal side effects.,6,2020-11-19,149
Amoxicillin,Hypothyroidism,Excellent medication with very few side effects in my experience.,9,2020-11-20,11
Atorvastatin,Hypothyroidism,The generic version works just as well for me.,1,2020-11-20,43
Acetaminophen,Depression,Works well but I have to be careful about timing with meals.,5,2020-11-20,37
Levothyroxine,Bacterial Infection,Excellent medication with very few side effects in my experience.,1,2020-11-21,59
Lisinopril,Heart Failure,I had to adjust the dosage a few times but now it works perfectly.,9,2020-11-21,153
Ibuprofen,High Cholesterol,My doctor recommended this and I am glad they did. Feeling much better.,9,2020-11-21,71
Sertraline,Bacterial Infection,Works well in combination with my other medications.,1,2020-11-22,119
Amlodipine,Bacterial Infection,Works well but I have to be careful about timing with meals.,3,2020-11-22,10
Amlodipine,Hypertension,This drug changed my life. My symptoms are almost completely gone.,8,2020-11-22,170
Gabapentin,Nerve Pain,Works well but I have to be careful about timing with meals.,9,2020-11-23,111
Gabapentin,Heart Failure,This drug changed my life. My symptoms are almost completely gone.,6,2020-11-23,29
Levothyroxine,GERD,I experienced some dizziness at first but it went away after a week.,9,2020-11-23,108
Acetaminophen,GERD,I had to adjust the dosage a few times but now it works perfectly.,9,2020-11-24,184
Atorvastatin,Chest Pain,This medication has been very effective for me with minimal side effects.,9,2020-11-24,133
Ibuprofen,Pain,Great improvement in my condition since starting this drug.,10,2020-11-24,81
Ibuprofen,Hypothyroidism,Had an allergic reaction. Would not recommend without consulting doctor first.,7,2020-11-25,178
Hydrochlorothiazide,Inflammation,Works well but I have to be careful about timing with meals.,2,2020-11-25,146
Losartan,High Cholesterol,"Side effects were too severe, had to switch medications.",4,2020-11-25,43
Prednisone,Blood Pressure,This medication has been very effective for me with minimal side effects.,6,2020-11-26,184
Hydrochlorothiazide,Blood Pressure,No noticeable improvement after 6 weeks of use.,10,2020-11-26,193
Omeprazole,High Cholesterol,I have been on this for 3 months now with good results.,7,2020-11-26,123
Omeprazole,Asthma,Had an allergic reaction. Would not recommend without consulting doctor first.,4,2020-11-27,25
Amoxicillin,Nerve Pain,"Side effects were too severe, had to switch medications.",1,2020-11-27,98
Losartan,High Cholesterol,Works well in combination with my other medications.,10,2020-11-27,54
Levothyroxine,Hypothyroidism,I had to adjust the dosage a few times but now it works perfectly.,2,2020-11-28,95
Lisinopril,Inflammation,Had an allergic reaction. Would not recommend without consulting doctor first.,2,2020-11-28,119
Hydrochlorothiazide,Fluid Retention,Great improvement in my condition since starting this drug.,5,2020-11-28,199
Atorvastatin,Asthma,The generic version works just as well for me.,6,2020-12-01,87
Sertraline,GERD,The generic version works just as well for me.,10,2020-12-01,140
Sertraline,Bacterial Infection,This medication has been very effective for me with minimal side effects.,7,2020-12-01,39
Amlodipine,High Cholesterol,I have been on this for 3 months now with good results.,3,2020-12-02,56
Levothyroxine,Nerve Pain,I experienced some dizziness at first but it went away after a week.,8,2020-12-02,159
Hydrochlorothiazide,Depression,This medication has been very effective for me with minimal side effects.,3,2020-12-02,43
Amlodipine,Nerve Pain,Moderate improvement but the cost is quite high.,10,2020-12-03,14
Metformin,Pain,Works well in combination with my other medications.,7,2020-12-03,80
Amoxicillin,GERD,Works well in combination with my other medications.,9,2020-12-03,160
Levothyroxine,Nerve Pain,This medication has been very effective for me with minimal side effects.,9,2020-12-04,71
Ibuprofen,Nerve Pain,I have been on this for 3 months now with good results.,10,2020-12-04,82
Acetaminophen,GERD,I experienced some dizziness at first but it went away after a week.,8,2020-12-04,107
Gabapentin,Heart Failure,My doctor recommended this and I am glad they did. Feeling much better.,4,2020-12-05,151
Hydrochlorothiazide,Hypertension,Works well in combination with my other medications.,9,2020-12-05,138
Sertraline,Hypothyroidism,This medication has been very effective for me with minimal side effects.,8,2020-12-05,191
Amlodipine,Nerve Pain,Had an allergic reaction. Would not recommend without consulting doctor first.,2,2020-12-06,90
Sertraline,Hypertension,My doctor recommended this and I am glad they did. Feeling much better.,8,2020-12-06,154
Metformin,Fluid Retention,This drug changed my life. My symptoms are almost completely gone.,5,2020-12-06,94
Hydrochlorothiazide,Depression,Excellent medication with very few side effects in my experience.,7,2020-12-07,42
Losartan,Bacterial Infection,Had an allergic reaction. Would not recommend without consulting doctor first.,4,2020-12-07,129
Omeprazole,Fluid Retention,Had an allergic reaction. Would not recommend without consulting doctor first.,8,2020-12-07,105
Amlodipine,Fluid Retention,This medication has been very effective for me with minimal side effects.,3,2020-12-08,4
Levothyroxine,Nerve Pain,The generic version works just as well for me.,2,2020-12-08,38
Amlodipine,Depression,The generic version works just as well for me.,2,2020-12-08,46
Lisinopril,Asthma,Moderate improvement but the cost is quite high.,10,2020-12-09,7
Levothyroxine,Bacterial Infection,My doctor recommended this and I am glad they did. Feeling much better.,2,2020-12-09,140
Prednisone,Inflammation,Had an allergic reaction. Would not recommend without consulting doctor first.,2,2020-12-09,39
Prednisone,Depression,Moderate improvement but the cost is quite high.,9,2020-12-10,133
Levothyroxine,Blood Pressure,Works well in combination with my other medications.,2,2020-12-10,130
